"Short_Date","Venue","Long_Date","Year"
"1982-02-19","Community Concourse Golden Hall, San Diego, CA","February 19, 1982",1982
"1982-02-20","Community Concourse Golden Hall, San Diego, CA","February 20, 1982",1982
"1982-02-21","Pauley Pavilion, UCLA, Los Angeles, CA","February 21, 1982",1982
"1982-03-13","Centennial Coliseum, Reno, NV","March 13, 1982",1982
"1982-03-14","Recreation Hall, UC Davis, Davis, CA","March 14, 1982",1982
"1982-04-02","Cameron Indoor Stadium, Duke Uni., Durham, NC","April 2, 1982",1982
"1982-04-03","Scope, Norfolk, VA","April 3, 1982",1982
"1982-04-05","Spectrum, Philadelphia, PA","April 5, 1982",1982
"1982-04-06","Spectrum, Philadelphia, PA","April 6, 1982",1982
"1982-04-08","Onondaga County War Memorial, Syracuse, NY","April 8, 1982",1982
"1982-04-09","War Memorial, Rochester, NY","April 9, 1982",1982
"1982-04-11","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 11, 1982",1982
"1982-04-12","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 12, 1982",1982
"1982-04-14","Glens Falls Civic Center, Glen Falls, NY","April 14, 1982",1982
"1982-04-15","Providence Civic Center, Providence, RI","April 15, 1982",1982
"1982-04-17","Hartford Civic Center, Hartford, CT","April 17, 1982",1982
"1982-04-18","Hartford Civic Center, Hartford, CT","April 18, 1982",1982
"1982-04-19","Baltimore Civic Center, Baltimore, MD","April 19, 1982",1982
"1982-05-21","Greek Theatre, UC Berkeley, Berkeley, CA","May 21, 1982",1982
"1982-05-22","Greek Theatre, UC Berkeley, Berkeley, CA","May 22, 1982",1982
"1982-05-23","Greek Theatre, UC Berkeley, Berkeley, CA","May 23, 1982",1982
"1982-05-28","Moscone Convention Center, San Francisco, CA","May 28, 1982",1982
"1982-07-17","County Fairgrounds, Ventura, CA","July 17, 1982",1982
"1982-07-18","County Fairgrounds, Ventura, CA","July 18, 1982",1982
"1982-07-25","Compton Terrace Amphitheatre, Tempe, AZ","July 25, 1982",1982
"1982-07-27","Red Rocks Amphitheatre, Morrison, CO","July 27, 1982",1982
"1982-07-28","Red Rocks Amphitheatre, Morrison, CO","July 28, 1982",1982
"1982-07-29","Red Rocks Amphitheatre, Morrison, CO","July 29, 1982",1982
"1982-07-31","Manor Downs, Austin, TX","July 31, 1982",1982
"1982-08-01","Zoo Amphitheatre, Oklahoma City, OK","August 1, 1982",1982
"1982-08-03","Starlight Theatre, Kansas City, MO","August 3, 1982",1982
"1982-08-04","Kiel Auditorium, St. Louis, MO","August 4, 1982",1982
"1982-08-06","St. Paul Civic Center Arena, St. Paul, MN","August 6, 1982",1982
"1982-08-07","Alpine Valley Music Theatre, East Troy, WI","August 7, 1982",1982
"1982-08-08","Alpine Valley Music Theatre, East Troy, WI","August 8, 1982",1982
"1982-08-10","Fieldhouse, University of Iowa, Iowa City, IA","August 10, 1982",1982
"1982-08-28","Oregon Country Fairgrounds, Veneta, OR","August 28, 1982",1982
"1982-08-29","Seattle Center Memorial Coliseum, Seattle, WA","August 29, 1982",1982
"1982-09-05","Glen Helen Regional Park, Devore, CA","September 5, 1982",1982
"1982-09-09","Saenger Performing Arts Center, New Orleans, LA","September 9, 1982",1982
"1982-09-11","West Palm Beach Auditorium, West Palm Beach, FL","September 11, 1982",1982
"1982-09-12","Lakeland Civic Center Arena, Lakeland, FL","September 12, 1982",1982
"1982-09-14","University Hall, UVA, Charlottesville, VA","September 14, 1982",1982
"1982-09-15","Capital Centre, Landover, MD","September 15, 1982",1982
"1982-09-17","Cumberland County Civic Center, Portland, ME","September 17, 1982",1982
"1982-09-18","Boston Garden, Boston, MA","September 18, 1982",1982
"1982-09-20","Madison Square Garden, New York, NY","September 20, 1982",1982
"1982-09-21","Madison Square Garden, New York, NY","September 21, 1982",1982
"1982-09-23","Veterans Memorial Coliseum, New Haven, CT","September 23, 1982",1982
"1982-09-24","Carrier Dome, Syracuse University, Syracuse, NY","September 24, 1982",1982
"1982-10-09","Frost Amphitheatre, Palo Alto, CA","October 9, 1982",1982
"1982-10-10","Frost Amphitheatre, Palo Alto, CA","October 10, 1982",1982
"1982-10-17","Downs of Santa Fe, Santa Fe, NM","October 17, 1982",1982
"1982-11-25","Bob Marley Center, Kingston, Jamaica","November 25, 1982",1982
"1982-12-26","Oakland Auditorium, Oakland, CA","December 26, 1982",1982
"1982-12-27","Oakland Auditorium, Oakland, CA","December 27, 1982",1982
"1982-12-28","Oakland Auditorium, Oakland, CA","December 28, 1982",1982
"1982-12-30","Oakland Auditorium, Oakland, CA","December 30, 1982",1982
"1982-12-31","Oakland Auditorium, Oakland, CA","December 31, 1982",1982
"1983-03-25","Compton Terrace Amphitheatre, Tempe, AZ","March 25, 1983",1983
"1983-03-26","Aladdin Theater, Las Vegas, NV","March 26, 1983",1983
"1983-03-27","Irvine Meadows Amphitheatre, Irvine, CA","March 27, 1983",1983
"1983-03-29","The Warfield, San Francisco, CA","March 29, 1983",1983
"1983-03-30","The Warfield, San Francisco, CA","March 30, 1983",1983
"1983-03-31","The Warfield, San Francisco, CA","March 31, 1983",1983
"1983-04-09","Hampton Coliseum, Hampton, VA","April 9, 1983",1983
"1983-04-10","Coliseum, West Virginia University, Morgantown, WV","April 10, 1983",1983
"1983-04-12","Broome County Arena, Binghamton, NY","April 12, 1983",1983
"1983-04-13","Patrick Gym, UVM, Burlington, VT","April 13, 1983",1983
"1983-04-15","War Memorial, Rochester, NY","April 15, 1983",1983
"1983-04-16","Brendan Byrne Arena, East Rutherford, NJ","April 16, 1983",1983
"1983-04-17","Brendan Byrne Arena, East Rutherford, NJ","April 17, 1983",1983
"1983-04-19","Alfond Arena, University of Maine, Orono, ME","April 19, 1983",1983
"1983-04-20","Providence Civic Center, Providence, RI","April 20, 1983",1983
"1983-04-22","Veterans Memorial Coliseum, New Haven, CT","April 22, 1983",1983
"1983-04-23","Veterans Memorial Coliseum, New Haven, CT","April 23, 1983",1983
"1983-04-25","Spectrum, Philadelphia, PA","April 25, 1983",1983
"1983-04-26","Spectrum, Philadelphia, PA","April 26, 1983",1983
"1983-05-13","Greek Theatre, UC Berkeley, Berkeley, CA","May 13, 1983",1983
"1983-05-14","Greek Theatre, UC Berkeley, Berkeley, CA","May 14, 1983",1983
"1983-05-15","Greek Theatre, UC Berkeley, Berkeley, CA","May 15, 1983",1983
"1983-06-18","Performing Arts Center, Saratoga Springs, NY","June 18, 1983",1983
"1983-06-20","Merriweather Post Pavilion, Columbia, MD","June 20, 1983",1983
"1983-06-21","Merriweather Post Pavilion, Columbia, MD","June 21, 1983",1983
"1983-06-22","City Island, Harrisburg, PA","June 22, 1983",1983
"1983-06-24","Dane County Coliseum, Madison, WI","June 24, 1983",1983
"1983-06-25","St. Paul Civic Center Arena, St. Paul, MN","June 25, 1983",1983
"1983-06-27","Poplar Creek Music Theatre, Hoffman Estates, IL","June 27, 1983",1983
"1983-06-28","Poplar Creek Music Theatre, Hoffman Estates, IL","June 28, 1983",1983
"1983-07-30","County Fairgrounds, Ventura, CA","July 30, 1983",1983
"1983-07-31","County Fairgrounds, Ventura, CA","July 31, 1983",1983
"1983-08-20","Frost Amphitheatre, Palo Alto, CA","August 20, 1983",1983
"1983-08-21","Frost Amphitheatre, Palo Alto, CA","August 21, 1983",1983
"1983-08-26","Portland Memorial Coliseum, Portland, OR","August 26, 1983",1983
"1983-08-27","Seattle Center Memorial Coliseum, Seattle, WA","August 27, 1983",1983
"1983-08-29","Silva Concert Hall, Hult Center, Eugene, OR","August 29, 1983",1983
"1983-08-30","Silva Concert Hall, Hult Center, Eugene, OR","August 30, 1983",1983
"1983-08-31","Silva Concert Hall, Hult Center, Eugene, OR","August 31, 1983",1983
"1983-09-02","Boise State University Pavilion, Boise, ID","September 2, 1983",1983
"1983-09-04","Park West Ski Resort, Park West, UT","September 4, 1983",1983
"1983-09-06","Red Rocks Amphitheatre, Morrison, CO","September 6, 1983",1983
"1983-09-07","Red Rocks Amphitheatre, Morrison, CO","September 7, 1983",1983
"1983-09-08","Red Rocks Amphitheatre, Morrison, CO","September 8, 1983",1983
"1983-09-10","Downs of Santa Fe, Santa Fe, NM","September 10, 1983",1983
"1983-09-11","Downs of Santa Fe, Santa Fe, NM","September 11, 1983",1983
"1983-09-13","Manor Downs, Austin, TX","September 13, 1983",1983
"1983-09-18","Nevada County Fairgrounds, Grass Valley, CA","September 18, 1983",1983
"1983-09-24","Santa Cruz County Fairgrounds, Watsonville, CA","September 24, 1983",1983
"1983-10-08","Richmond Coliseum, Richmond, VA","October 8, 1983",1983
"1983-10-09","Greensboro Coliseum, Greensboro, NC","October 9, 1983",1983
"1983-10-11","Madison Square Garden, New York, NY","October 11, 1983",1983
"1983-10-12","Madison Square Garden, New York, NY","October 12, 1983",1983
"1983-10-14","Hartford Civic Center, Hartford, CT","October 14, 1983",1983
"1983-10-15","Hartford Civic Center, Hartford, CT","October 15, 1983",1983
"1983-10-17","Olympic Center, Lake Placid, NY","October 17, 1983",1983
"1983-10-18","Cumberland County Civic Center, Portland, ME","October 18, 1983",1983
"1983-10-20","Centrum, Worcester, MA","October 20, 1983",1983
"1983-10-21","Centrum, Worcester, MA","October 21, 1983",1983
"1983-10-22","Carrier Dome, Syracuse University, Syracuse, NY","October 22, 1983",1983
"1983-10-30","Marin Center, San Rafael, CA","October 30, 1983",1983
"1983-10-31","Marin Center, San Rafael, CA","October 31, 1983",1983
"1983-12-27","Civic Auditorium, San Francisco, CA","December 27, 1983",1983
"1983-12-28","Civic Auditorium, San Francisco, CA","December 28, 1983",1983
"1983-12-30","Civic Auditorium, San Francisco, CA","December 30, 1983",1983
"1983-12-31","Civic Auditorium, San Francisco, CA","December 31, 1983",1983
"1984-03-28","Marin Center, San Rafael, CA","March 28, 1984",1984
"1984-03-29","Marin Center, San Rafael, CA","March 29, 1984",1984
"1984-03-31","Marin Center, San Rafael, CA","March 31, 1984",1984
"1984-04-01","Marin Center, San Rafael, CA","April 1, 1984",1984
"1984-04-06","Aladdin Theater, Las Vegas, NV","April 6, 1984",1984
"1984-04-07","Irvine Meadows Amphitheatre, Irvine, CA","April 7, 1984",1984
"1984-04-13","Hampton Coliseum, Hampton, VA","April 13, 1984",1984
"1984-04-14","Hampton Coliseum, Hampton, VA","April 14, 1984",1984
"1984-04-16","War Memorial, Rochester, NY","April 16, 1984",1984
"1984-04-17","Niagra Falls Convention Center, Niagra Falls, NY","April 17, 1984",1984
"1984-04-19","Civic Convention Hall Auditorium, Philadelphia, PA","April 19, 1984",1984
"1984-04-20","Civic Convention Hall Auditorium, Philadelphia, PA","April 20, 1984",1984
"1984-04-21","Civic Convention Hall Auditorium, Philadelphia, PA","April 21, 1984",1984
"1984-04-23","Veterans Memorial Coliseum, New Haven, CT","April 23, 1984",1984
"1984-04-24","Veterans Memorial Coliseum, New Haven, CT","April 24, 1984",1984
"1984-04-26","Providence Civic Center, Providence, RI","April 26, 1984",1984
"1984-04-27","Providence Civic Center, Providence, RI","April 27, 1984",1984
"1984-04-29","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 29, 1984",1984
"1984-04-30","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 30, 1984",1984
"1984-05-06","Silva Concert Hall, Hult Center, Eugene, OR","May 6, 1984",1984
"1984-05-07","Silva Concert Hall, Hult Center, Eugene, OR","May 7, 1984",1984
"1984-05-08","Silva Concert Hall, Hult Center, Eugene, OR","May 8, 1984",1984
"1984-06-09","Cal Expo Amphitheatre, Sacramento, CA","June 9, 1984",1984
"1984-06-10","Cal Expo Amphitheatre, Sacramento, CA","June 10, 1984",1984
"1984-06-12","Red Rocks Amphitheatre, Morrison, CO","June 12, 1984",1984
"1984-06-13","Red Rocks Amphitheatre, Morrison, CO","June 13, 1984",1984
"1984-06-14","Red Rocks Amphitheatre, Morrison, CO","June 14, 1984",1984
"1984-06-21","Kingswood Music Theatre, Maple, Canada","June 21, 1984",1984
"1984-06-23","City Island, Harrisburg, PA","June 23, 1984",1984
"1984-06-24","Performing Arts Center, Saratoga Springs, NY","June 24, 1984",1984
"1984-06-26","Merriweather Post Pavilion, Columbia, MD","June 26, 1984",1984
"1984-06-27","Merriweather Post Pavilion, Columbia, MD","June 27, 1984",1984
"1984-06-29","Blossom Music Center, Cuyahoga Falls, OH","June 29, 1984",1984
"1984-06-30","Indianapolis Sports Center, Indianapolis, IN","June 30, 1984",1984
"1984-07-01","Pine Knob Music Theatre, Clarkston, MI","July 1, 1984",1984
"1984-07-03","Starlight Theatre, Kansas City, MO","July 3, 1984",1984
"1984-07-04","Five Seasons Center, Cedar Rapids, IA","July 4, 1984",1984
"1984-07-06","Alpine Valley Music Theatre, East Troy, WI","July 6, 1984",1984
"1984-07-07","Alpine Valley Music Theatre, East Troy, WI","July 7, 1984",1984
"1984-07-13","Greek Theatre, UC Berkeley, Berkeley, CA","July 13, 1984",1984
"1984-07-14","Greek Theatre, UC Berkeley, Berkeley, CA","July 14, 1984",1984
"1984-07-15","Greek Theatre, UC Berkeley, Berkeley, CA","July 15, 1984",1984
"1984-07-21","County Fairgrounds, Ventura, CA","July 21, 1984",1984
"1984-07-22","County Fairgrounds, Ventura, CA","July 22, 1984",1984
"1984-10-05","Charlotte Coliseum, Charlotte, NC","October 5, 1984",1984
"1984-10-06","Richmond Coliseum, Richmond, VA","October 6, 1984",1984
"1984-10-08","Centrum, Worcester, MA","October 8, 1984",1984
"1984-10-09","Centrum, Worcester, MA","October 9, 1984",1984
"1984-10-11","Augusta Civic Center, Augusta, ME","October 11, 1984",1984
"1984-10-12","Augusta Civic Center, Augusta, ME","October 12, 1984",1984
"1984-10-14","Hartford Civic Center, Hartford, CT","October 14, 1984",1984
"1984-10-15","Hartford Civic Center, Hartford, CT","October 15, 1984",1984
"1984-10-17","Brendan Byrne Arena, East Rutherford, NJ","October 17, 1984",1984
"1984-10-18","Brendan Byrne Arena, East Rutherford, NJ","October 18, 1984",1984
"1984-10-20","Carrier Dome, Syracuse University, Syracuse, NY","October 20, 1984",1984
"1984-10-27","Berkeley Community Theater, Berkeley, CA","October 27, 1984",1984
"1984-10-28","Berkeley Community Theater, Berkeley, CA","October 28, 1984",1984
"1984-10-30","Berkeley Community Theater, Berkeley, CA","October 30, 1984",1984
"1984-10-31","Berkeley Community Theater, Berkeley, CA","October 31, 1984",1984
"1984-11-02","Berkeley Community Theater, Berkeley, CA","November 2, 1984",1984
"1984-11-03","Berkeley Community Theater, Berkeley, CA","November 3, 1984",1984
"1984-12-28","Civic Auditorium, San Francisco, CA","December 28, 1984",1984
"1984-12-29","Civic Auditorium, San Francisco, CA","December 29, 1984",1984
"1984-12-31","Civic Auditorium, San Francisco, CA","December 31, 1984",1984
"1985-02-18","Henry J. Kaiser Convention Center, Oakland, CA","February 18, 1985",1985
"1985-02-19","Henry J. Kaiser Convention Center, Oakland, CA","February 19, 1985",1985
"1985-02-20","Henry J. Kaiser Convention Center, Oakland, CA","February 20, 1985",1985
"1985-03-09","Berkeley Community Theater, Berkeley, CA","March 9, 1985",1985
"1985-03-10","Berkeley Community Theater, Berkeley, CA","March 10, 1985",1985
"1985-03-12","Berkeley Community Theater, Berkeley, CA","March 12, 1985",1985
"1985-03-13","Berkeley Community Theater, Berkeley, CA","March 13, 1985",1985
"1985-03-21","Hampton Coliseum, Hampton, VA","March 21, 1985",1985
"1985-03-22","Hampton Coliseum, Hampton, VA","March 22, 1985",1985
"1985-03-24","Springfield Civic Center Arena, Springfield, MA","March 24, 1985",1985
"1985-03-25","Springfield Civic Center Arena, Springfield, MA","March 25, 1985",1985
"1985-03-27","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 27, 1985",1985
"1985-03-28","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 28, 1985",1985
"1985-03-29","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 29, 1985",1985
"1985-03-31","Cumberland County Civic Center, Portland, ME","March 31, 1985",1985
"1985-04-01","Cumberland County Civic Center, Portland, ME","April 1, 1985",1985
"1985-04-03","Providence Civic Center, Providence, RI","April 3, 1985",1985
"1985-04-04","Providence Civic Center, Providence, RI","April 4, 1985",1985
"1985-04-06","Spectrum, Philadelphia, PA","April 6, 1985",1985
"1985-04-07","Spectrum, Philadelphia, PA","April 7, 1985",1985
"1985-04-08","Spectrum, Philadelphia, PA","April 8, 1985",1985
"1985-04-13","Irvine Meadows Amphitheatre, Irvine, CA","April 13, 1985",1985
"1985-04-14","Irvine Meadows Amphitheatre, Irvine, CA","April 14, 1985",1985
"1985-04-27","Frost Amphitheatre, Palo Alto, CA","April 27, 1985",1985
"1985-04-28","Frost Amphitheatre, Palo Alto, CA","April 28, 1985",1985
"1985-06-14","Greek Theatre, UC Berkeley, Berkeley, CA","June 14, 1985",1985
"1985-06-15","Greek Theatre, UC Berkeley, Berkeley, CA","June 15, 1985",1985
"1985-06-16","Greek Theatre, UC Berkeley, Berkeley, CA","June 16, 1985",1985
"1985-06-21","Alpine Valley Music Theatre, East Troy, WI","June 21, 1985",1985
"1985-06-22","Alpine Valley Music Theatre, East Troy, WI","June 22, 1985",1985
"1985-06-24","Riverbend Music Center, Cincinnati, OH","June 24, 1985",1985
"1985-06-25","Blossom Music Center, Cuyahoga Falls, OH","June 25, 1985",1985
"1985-06-27","Performing Arts Center, Saratoga Springs, NY","June 27, 1985",1985
"1985-06-28","Hershey Park Stadium, Hershey, PA","June 28, 1985",1985
"1985-06-30","Merriweather Post Pavilion, Columbia, MD","June 30, 1985",1985
"1985-07-01","Merriweather Post Pavilion, Columbia, MD","July 1, 1985",1985
"1985-07-02","Pittsburgh Civic Arena, Pittsburgh, PA","July 2, 1985",1985
"1985-07-13","County Fairgrounds, Ventura, CA","July 13, 1985",1985
"1985-07-14","County Fairgrounds, Ventura, CA","July 14, 1985",1985
"1985-08-24","Boreal Ridge Ski Resort, Donner Summit, CA","August 24, 1985",1985
"1985-08-30","Southern Star Amphitheater, Houston, TX","August 30, 1985",1985
"1985-08-31","Manor Downs, Austin, TX","August 31, 1985",1985
"1985-09-02","Zoo Amphitheatre, Oklahoma City, OK","September 2, 1985",1985
"1985-09-03","Starlight Theatre, Kansas City, MO","September 3, 1985",1985
"1985-09-05","Red Rocks Amphitheatre, Morrison, CO","September 5, 1985",1985
"1985-09-06","Red Rocks Amphitheatre, Morrison, CO","September 6, 1985",1985
"1985-09-07","Red Rocks Amphitheatre, Morrison, CO","September 7, 1985",1985
"1985-09-10","Henry J. Kaiser Convention Center, Oakland, CA","September 10, 1985",1985
"1985-09-11","Henry J. Kaiser Convention Center, Oakland, CA","September 11, 1985",1985
"1985-09-12","Henry J. Kaiser Convention Center, Oakland, CA","September 12, 1985",1985
"1985-09-15","Devore Field, Southwestern College, Chula Vista, CA","September 15, 1985",1985
"1985-10-25","Sportatorium, Pembroke Pines, FL","October 25, 1985",1985
"1985-10-26","Sun Dome, University of South Florida, Tampa, FL","October 26, 1985",1985
"1985-10-28","Fox Theatre, Atlanta, GA","October 28, 1985",1985
"1985-10-29","Fox Theatre, Atlanta, GA","October 29, 1985",1985
"1985-10-31","Carolina Coliseum Arena, USC, Columbia, SC","October 31, 1985",1985
"1985-11-01","Richmond Coliseum, Richmond, VA","November 1, 1985",1985
"1985-11-02","Richmond Coliseum, Richmond, VA","November 2, 1985",1985
"1985-11-04","Centrum, Worcester, MA","November 4, 1985",1985
"1985-11-05","Centrum, Worcester, MA","November 5, 1985",1985
"1985-11-07","War Memorial, Rochester, NY","November 7, 1985",1985
"1985-11-08","War Memorial, Rochester, NY","November 8, 1985",1985
"1985-11-10","Brendan Byrne Arena, East Rutherford, NJ","November 10, 1985",1985
"1985-11-11","Brendan Byrne Arena, East Rutherford, NJ","November 11, 1985",1985
"1985-11-16","Long Beach Arena, Long Beach, CA","November 16, 1985",1985
"1985-11-17","Long Beach Arena, Long Beach, CA","November 17, 1985",1985
"1985-11-20","Henry J. Kaiser Convention Center, Oakland, CA","November 20, 1985",1985
"1985-11-21","Henry J. Kaiser Convention Center, Oakland, CA","November 21, 1985",1985
"1985-11-22","Henry J. Kaiser Convention Center, Oakland, CA","November 22, 1985",1985
"1985-12-30","Oakland Coliseum, Oakland, CA","December 30, 1985",1985
"1985-12-31","Oakland Coliseum, Oakland, CA","December 31, 1985",1985
"1986-02-08","Henry J. Kaiser Convention Center, Oakland, CA","February 8, 1986",1986
"1986-02-09","Henry J. Kaiser Convention Center, Oakland, CA","February 9, 1986",1986
"1986-02-11","Henry J. Kaiser Convention Center, Oakland, CA","February 11, 1986",1986
"1986-02-12","Henry J. Kaiser Convention Center, Oakland, CA","February 12, 1986",1986
"1986-02-14","Henry J. Kaiser Convention Center, Oakland, CA","February 14, 1986",1986
"1986-03-19","Hampton Coliseum, Hampton, VA","March 19, 1986",1986
"1986-03-20","Hampton Coliseum, Hampton, VA","March 20, 1986",1986
"1986-03-21","Hampton Coliseum, Hampton, VA","March 21, 1986",1986
"1986-03-23","Spectrum, Philadelphia, PA","March 23, 1986",1986
"1986-03-24","Spectrum, Philadelphia, PA","March 24, 1986",1986
"1986-03-25","Spectrum, Philadelphia, PA","March 25, 1986",1986
"1986-03-27","Cumberland County Civic Center, Portland, ME","March 27, 1986",1986
"1986-03-28","Cumberland County Civic Center, Portland, ME","March 28, 1986",1986
"1986-03-30","Providence Civic Center, Providence, RI","March 30, 1986",1986
"1986-03-31","Providence Civic Center, Providence, RI","March 31, 1986",1986
"1986-04-01","Providence Civic Center, Providence, RI","April 1, 1986",1986
"1986-04-03","Hartford Civic Center, Hartford, CT","April 3, 1986",1986
"1986-04-04","Hartford Civic Center, Hartford, CT","April 4, 1986",1986
"1986-04-12","Irvine Meadows Amphitheatre, Irvine, CA","April 12, 1986",1986
"1986-04-13","Irvine Meadows Amphitheatre, Irvine, CA","April 13, 1986",1986
"1986-04-18","Berkeley Community Theater, Berkeley, CA","April 18, 1986",1986
"1986-04-19","Berkeley Community Theater, Berkeley, CA","April 19, 1986",1986
"1986-04-21","Berkeley Community Theater, Berkeley, CA","April 21, 1986",1986
"1986-04-22","Berkeley Community Theater, Berkeley, CA","April 22, 1986",1986
"1986-05-03","Cal Expo Amphitheatre, Sacramento, CA","May 3, 1986",1986
"1986-05-04","Cal Expo Amphitheatre, Sacramento, CA","May 4, 1986",1986
"1986-05-10","Frost Amphitheatre, Palo Alto, CA","May 10, 1986",1986
"1986-05-11","Frost Amphitheatre, Palo Alto, CA","May 11, 1986",1986
"1986-06-20","Greek Theatre, UC Berkeley, Berkeley, CA","June 20, 1986",1986
"1986-06-21","Greek Theatre, UC Berkeley, Berkeley, CA","June 21, 1986",1986
"1986-06-22","Greek Theatre, UC Berkeley, Berkeley, CA","June 22, 1986",1986
"1986-06-26","Hubert H. Humphrey Metrodome, Minneapolis, MN","June 26, 1986",1986
"1986-06-28","Alpine Valley Music Theatre, East Troy, WI","June 28, 1986",1986
"1986-06-29","Alpine Valley Music Theatre, East Troy, WI","June 29, 1986",1986
"1986-06-30","Riverbend Music Center, Cincinnati, OH","June 30, 1986",1986
"1986-07-02","Rubber Bowl, University of Akron, Akron, OH","July 2, 1986",1986
"1986-07-04","Rich Stadium, Buffalo, NY","July 4, 1986",1986
"1986-07-06","Robert F. Kennedy Stadium, Washington, DC","July 6, 1986",1986
"1986-07-07","Robert F. Kennedy Stadium, Washington, DC","July 7, 1986",1986
"1986-12-15","Oakland Coliseum, Oakland, CA","December 15, 1986",1986
"1986-12-16","Oakland Coliseum, Oakland, CA","December 16, 1986",1986
"1986-12-17","Oakland Coliseum, Oakland, CA","December 17, 1986",1986
"1986-12-27","Henry J. Kaiser Convention Center, Oakland, CA","December 27, 1986",1986
"1986-12-28","Henry J. Kaiser Convention Center, Oakland, CA","December 28, 1986",1986
"1986-12-30","Henry J. Kaiser Convention Center, Oakland, CA","December 30, 1986",1986
"1986-12-31","Henry J. Kaiser Convention Center, Oakland, CA","December 31, 1986",1986
"1987-01-28","Civic Auditorium, San Francisco, CA","January 28, 1987",1987
"1987-01-29","Civic Auditorium, San Francisco, CA","January 29, 1987",1987
"1987-01-30","Civic Auditorium, San Francisco, CA","January 30, 1987",1987
"1987-03-01","Henry J. Kaiser Convention Center, Oakland, CA","March 1, 1987",1987
"1987-03-02","Henry J. Kaiser Convention Center, Oakland, CA","March 2, 1987",1987
"1987-03-03","Henry J. Kaiser Convention Center, Oakland, CA","March 3, 1987",1987
"1987-03-22","Hampton Coliseum, Hampton, VA","March 22, 1987",1987
"1987-03-23","Hampton Coliseum, Hampton, VA","March 23, 1987",1987
"1987-03-24","Hampton Coliseum, Hampton, VA","March 24, 1987",1987
"1987-03-26","Hartford Civic Center, Hartford, CT","March 26, 1987",1987
"1987-03-27","Hartford Civic Center, Hartford, CT","March 27, 1987",1987
"1987-03-29","Spectrum, Philadelphia, PA","March 29, 1987",1987
"1987-03-30","Spectrum, Philadelphia, PA","March 30, 1987",1987
"1987-03-31","Spectrum, Philadelphia, PA","March 31, 1987",1987
"1987-04-02","Centrum, Worcester, MA","April 2, 1987",1987
"1987-04-03","Centrum, Worcester, MA","April 3, 1987",1987
"1987-04-04","Centrum, Worcester, MA","April 4, 1987",1987
"1987-04-06","Brendan Byrne Arena, East Rutherford, NJ","April 6, 1987",1987
"1987-04-07","Brendan Byrne Arena, East Rutherford, NJ","April 7, 1987",1987
"1987-04-09","UIC Pavilion, University of Illinois, Chicago, IL","April 9, 1987",1987
"1987-04-10","UIC Pavilion, University of Illinois, Chicago, IL","April 10, 1987",1987
"1987-04-11","UIC Pavilion, University of Illinois, Chicago, IL","April 11, 1987",1987
"1987-04-17","Irvine Meadows Amphitheatre, Irvine, CA","April 17, 1987",1987
"1987-04-18","Irvine Meadows Amphitheatre, Irvine, CA","April 18, 1987",1987
"1987-04-19","Irvine Meadows Amphitheatre, Irvine, CA","April 19, 1987",1987
"1987-05-02","Frost Amphitheatre, Palo Alto, CA","May 2, 1987",1987
"1987-05-03","Frost Amphitheatre, Palo Alto, CA","May 3, 1987",1987
"1987-05-09","Laguna Seca Raceway, Salinas, CA","May 9, 1987",1987
"1987-05-10","Laguna Seca Raceway, Salinas, CA","May 10, 1987",1987
"1987-06-12","County Fairgrounds, Ventura, CA","June 12, 1987",1987
"1987-06-13","County Fairgrounds, Ventura, CA","June 13, 1987",1987
"1987-06-14","County Fairgrounds, Ventura, CA","June 14, 1987",1987
"1987-06-19","Greek Theatre, UC Berkeley, Berkeley, CA","June 19, 1987",1987
"1987-06-20","Greek Theatre, UC Berkeley, Berkeley, CA","June 20, 1987",1987
"1987-06-21","Greek Theatre, UC Berkeley, Berkeley, CA","June 21, 1987",1987
"1987-06-26","Alpine Valley Music Theatre, East Troy, WI","June 26, 1987",1987
"1987-06-27","Alpine Valley Music Theatre, East Troy, WI","June 27, 1987",1987
"1987-06-28","Alpine Valley Music Theatre, East Troy, WI","June 28, 1987",1987
"1987-06-30","Kingswood Music Theatre, Maple, Canada","June 30, 1987",1987
"1987-07-02","Silver Stadium, Rochester, NY","July 2, 1987",1987
"1987-07-04","Sullivan Stadium, Foxboro, MA","July 4, 1987",1987
"1987-07-06","Pittsburgh Civic Arena, Pittsburgh, PA","July 6, 1987",1987
"1987-07-07","Roanoke Civic Center, Roanoke, VA","July 7, 1987",1987
"1987-07-08","Roanoke Civic Center, Roanoke, VA","July 8, 1987",1987
"1987-07-10","John F. Kennedy Stadium, Philadelphia, PA","July 10, 1987",1987
"1987-07-12","Giants Stadium, East Rutherford, NJ","July 12, 1987",1987
"1987-07-19","Autzen Stadium, U. of Oregon, Eugene, OR","July 19, 1987",1987
"1987-07-24","Oakland Coliseum, Oakand, CA","July 24, 1987",1987
"1987-07-26","Anaheim Stadium, Anaheim, CA","July 26, 1987",1987
